card_name,card_race,card_type,card_class,description
Nightmare,INVALID,SPELL,DREAM,"Nightmare INVALID DREAM SPELL Give a minion +5/+5. At the start of your next turn, destroy it."
Nightmare,INVALID,ENCHANTMENT,NEUTRAL,"Nightmare INVALID NEUTRAL ENCHANTMENT This minion has +5/+5, but will be destroyed soon."
Corrosive Breath,INVALID,SPELL,HUNTER,"Corrosive Breath INVALID HUNTER SPELL Deal $3 damage to aminion. If you're holdinga Dragon, it also hitsthe enemy hero. @spelldmg"
Stormhammer,INVALID,WEAPON,HUNTER,Stormhammer INVALID HUNTER WEAPON Doesn't lose Durability while you control aDragon.
Stormin',INVALID,ENCHANTMENT,INVALID,Stormin' INVALID INVALID ENCHANTMENT Doesn't lose Durability while you control a Dragon.
Righteous Cause,INVALID,SPELL,PALADIN,Righteous Cause INVALID PALADIN SPELL Sidequest: Summon 5 minions.Reward: Give your minions +1/+1.
Righteous Cause,INVALID,ENCHANTMENT,NEUTRAL,Righteous Cause INVALID NEUTRAL ENCHANTMENT +1/+1.
Diving Gryphon,BEAST,MINION,HUNTER,Diving Gryphon BEAST HUNTER MINION RushBattlecry: Draw a Rush minionfromyourdeck.
Scion of Ruin,DRAGON,MINION,WARRIOR,"Scion of Ruin DRAGON WARRIOR MINION Rush. Battlecry: If you've Invoked twice, summon 2copies of this."
EVIL Quartermaster,INVALID,MINION,WARRIOR,EVIL Quartermaster INVALID WARRIOR MINION Battlecry: Add a Lackey to your hand. Gain 3 Armor.
Ritual Chopper,INVALID,WEAPON,WARRIOR,Ritual Chopper INVALID WARRIOR WEAPON Battlecry: Invoke Galakrond.
Ramming Speed,INVALID,SPELL,WARRIOR,Ramming Speed INVALID WARRIOR SPELL Force a minion to attack one of its neighbors.
Skybarge,MECHANICAL,MINION,WARRIOR,"Skybarge MECHANICAL WARRIOR MINION After you summon aPirate, deal 2 damageto a random enemy."
Sky Raider,PIRATE,MINION,WARRIOR,Sky Raider PIRATE WARRIOR MINION Battlecry: Add a random Pirate to your hand.
Ancharrr,INVALID,WEAPON,WARRIOR,"Ancharrr INVALID WARRIOR WEAPON After your hero attacks, draw a Pirate from yourdeck."
"Deathwing, Mad Aspect",DRAGON,MINION,WARRIOR,"Deathwing, Mad Aspect DRAGON WARRIOR MINION Battlecry: Attack ALLother minions."
Umbral Skulker,INVALID,MINION,ROGUE,"Umbral Skulker INVALID ROGUE MINION Battlecry: If you've Invokedtwice, add 3 Coins toyour hand."
Dragon's Hoard,INVALID,SPELL,ROGUE,Dragon's Hoard INVALID ROGUE SPELL Discover a Legendaryminion from another class.
Praise Galakrond!,INVALID,SPELL,ROGUE,Praise Galakrond! INVALID ROGUE SPELL Give a minion +1 Attack.Invoke Galakrond.
Praise Galakrond!,INVALID,ENCHANTMENT,ROGUE,Praise Galakrond! INVALID ROGUE ENCHANTMENT +1 Attack.
Necrium Apothecary,INVALID,MINION,ROGUE,Necrium Apothecary INVALID ROGUE MINION Combo: Draw a Deathrattle minion from your deck and gain its Deathrattle.
Necrium Infusion,INVALID,ENCHANTMENT,INVALID,Necrium Infusion INVALID INVALID ENCHANTMENT Copied Deathrattle from {0}.
Candle Breath,INVALID,SPELL,ROGUE,Candle Breath INVALID ROGUE SPELL Draw 3 cards. Costs (3)less while you're holding a Dragon.
Stowaway,INVALID,MINION,ROGUE,"Stowaway INVALID ROGUE MINION Battlecry: If there are cardsin your deck that didn't startthere, draw 2 of them."
Bloodsail Flybooter,PIRATE,MINION,ROGUE,Bloodsail Flybooter PIRATE ROGUE MINION Battlecry: Add two 1/1 Pirates to your hand.
Sky Pirate,PIRATE,MINION,ROGUE,"Sky Pirate PIRATE ROGUE MINION "
Waxadred,DRAGON,MINION,ROGUE,Waxadred DRAGON ROGUE MINION Deathrattle: Shuffle aCandle into your deck thatresummons Waxadredwhen drawn.
Waxadred's Candle,INVALID,SPELL,ROGUE,Waxadred's Candle INVALID ROGUE SPELL Casts When DrawnSummon Waxadred.
Flik Skyshiv,INVALID,MINION,ROGUE,Flik Skyshiv INVALID ROGUE MINION Battlecry: Destroy aminion and all copies of it(wherever they are).
Tasty Flyfish,MURLOC,MINION,NEUTRAL,Tasty Flyfish MURLOC NEUTRAL MINION Deathrattle: Give a Dragon in your hand +2/+2.
Well Fed,INVALID,ENCHANTMENT,NEUTRAL,Well Fed INVALID NEUTRAL ENCHANTMENT +2/+2.
Devoted Maniac,INVALID,MINION,NEUTRAL,Devoted Maniac INVALID NEUTRAL MINION RushBattlecry: Invoke Galakrond.
Strength in Numbers,INVALID,SPELL,DRUID,Strength in Numbers INVALID DRUID SPELL Sidequest: Spend 10 Mana on minions.Reward: Summon a minion from your deck.
Draconic Lackey,INVALID,MINION,NEUTRAL,Draconic Lackey INVALID NEUTRAL MINION Battlecry: Discover a Dragon.
Big Ol' Whelp,DRAGON,MINION,NEUTRAL,Big Ol' Whelp DRAGON NEUTRAL MINION Battlecry: Draw a card.
Hoard Pillager,PIRATE,MINION,NEUTRAL,Hoard Pillager PIRATE NEUTRAL MINION Battlecry: Equip one of your destroyed weapons.
Parachute Brigand,PIRATE,MINION,NEUTRAL,"Parachute Brigand PIRATE NEUTRAL MINION After you play a Pirate,summon this minionfrom your hand."
Hot Air Balloon,MECHANICAL,MINION,NEUTRAL,"Hot Air Balloon MECHANICAL NEUTRAL MINION At the start of your turn, gain +1 Health."
"Up, Up, and Away!",INVALID,ENCHANTMENT,INVALID,"Up, Up, and Away! INVALID INVALID ENCHANTMENT Increased Health."
Wing Commander,INVALID,MINION,NEUTRAL,Wing Commander INVALID NEUTRAL MINION Has +2 Attack for each Dragon in your hand.
Commanding,INVALID,ENCHANTMENT,NEUTRAL,Commanding INVALID NEUTRAL ENCHANTMENT Increased Attack.
Goboglide Tech,INVALID,MINION,NEUTRAL,"Goboglide Tech INVALID NEUTRAL MINION Battlecry: If you control aMech, gain +1/+1 andRush."
Gobogliding,INVALID,ENCHANTMENT,NEUTRAL,Gobogliding INVALID NEUTRAL ENCHANTMENT +1/+1.
Fire Hawk,ELEMENTAL,MINION,NEUTRAL,Fire Hawk ELEMENTAL NEUTRAL MINION Battlecry: Gain +1 Attack for each card in your opponent's hand.
Fired Up,INVALID,ENCHANTMENT,INVALID,Fired Up INVALID INVALID ENCHANTMENT Increased Attack.
Gyrocopter,MECHANICAL,MINION,NEUTRAL,Gyrocopter MECHANICAL NEUTRAL MINION RushWindfury
Wyrmrest Purifier,INVALID,MINION,NEUTRAL,Wyrmrest Purifier INVALID NEUTRAL MINION Battlecry: Transform allNeutral cards in your deckinto random cards fromyour class.
Dragonmaw Poacher,INVALID,MINION,NEUTRAL,"Dragonmaw Poacher INVALID NEUTRAL MINION Battlecry: If your opponent controls a Dragon, gain +4/+4 and Rush."
Poaching,INVALID,ENCHANTMENT,NEUTRAL,Poaching INVALID NEUTRAL ENCHANTMENT +4/+4 and Rush.
Zul'Drak Ritualist,INVALID,MINION,NEUTRAL,Zul'Drak Ritualist INVALID NEUTRAL MINION Taunt Battlecry: Summon threerandom 1-Cost minionsfor your opponent.
Hippogryph,BEAST,MINION,NEUTRAL,Hippogryph BEAST NEUTRAL MINION RushTaunt
Evasive Chimaera,BEAST,MINION,NEUTRAL,Evasive Chimaera BEAST NEUTRAL MINION PoisonousCan't be targeted by spells or Hero Powers.
Troll Batrider,INVALID,MINION,NEUTRAL,Troll Batrider INVALID NEUTRAL MINION Battlecry: Deal 3 damage to a random enemy minion.
Living Dragonbreath,ELEMENTAL,MINION,NEUTRAL,Living Dragonbreath ELEMENTAL NEUTRAL MINION Your minions can't beFrozen.
Toasty,INVALID,ENCHANTMENT,SHAMAN,Toasty INVALID SHAMAN ENCHANTMENT Can't be Frozen.
Platebreaker,INVALID,MINION,NEUTRAL,Platebreaker INVALID NEUTRAL MINION Battlecry: Destroy your opponent's Armor.
Dragon Breeder,INVALID,MINION,NEUTRAL,Dragon Breeder INVALID NEUTRAL MINION Battlecry: Choose a friendly Dragon. Add a copy of it toyour hand.
Bad Luck Albatross,BEAST,MINION,NEUTRAL,Bad Luck Albatross BEAST NEUTRAL MINION Deathrattle: Shuffle two 1/1 Albatross into your opponent's deck.
Albatross,BEAST,MINION,NEUTRAL,"Albatross BEAST NEUTRAL MINION "
Skyfin,MURLOC,MINION,NEUTRAL,"Skyfin MURLOC NEUTRAL MINION Battlecry: If you're holding a Dragon, summon 2 random Murlocs."
Evasive Feywing,DRAGON,MINION,NEUTRAL,Evasive Feywing DRAGON NEUTRAL MINION Can't be targeted by spells or Hero Powers.
Camouflaged Dirigible,MECHANICAL,MINION,NEUTRAL,Camouflaged Dirigible MECHANICAL NEUTRAL MINION Battlecry: Give your other Mechs Stealth until yournext turn.
Camouflaged,INVALID,ENCHANTMENT,ROGUE,Camouflaged INVALID ROGUE ENCHANTMENT Stealthed until your next turn.
Cobalt Spellkin,DRAGON,MINION,NEUTRAL,Cobalt Spellkin DRAGON NEUTRAL MINION Battlecry: Add two 1-Cost spells from your class toyour hand.
Faceless Corruptor,INVALID,MINION,NEUTRAL,Faceless Corruptor INVALID NEUTRAL MINION Rush. Battlecry: Transformone of your minions intoa copy of this.
Utgarde Grapplesniper,INVALID,MINION,NEUTRAL,"Utgarde Grapplesniper INVALID NEUTRAL MINION Battlecry: Both players draw a card. If it's a Dragon, summon it."
Depth Charge,INVALID,MINION,NEUTRAL,"Depth Charge INVALID NEUTRAL MINION At the start of your turn, deal 5 damage to ALLminions."
Evasive Wyrm,DRAGON,MINION,NEUTRAL,Evasive Wyrm DRAGON NEUTRAL MINION Divine Shield. Rush.Can't be targeted by spells or Hero Powers.
Scalerider,INVALID,MINION,NEUTRAL,"Scalerider INVALID NEUTRAL MINION Battlecry: If you're holding a Dragon, deal 2 damage."
Kobold Stickyfinger,PIRATE,MINION,NEUTRAL,Kobold Stickyfinger PIRATE NEUTRAL MINION Battlecry: Steal your opponent's weapon.
Tentacled Menace,INVALID,MINION,NEUTRAL,Tentacled Menace INVALID NEUTRAL MINION Battlecry: Each player draws a card. Swap theirCosts.
Tentacle Confusion,INVALID,ENCHANTMENT,NEUTRAL,Tentacle Confusion INVALID NEUTRAL ENCHANTMENT Cost swapped by Tentacled Menace.
Chromatic Egg,INVALID,MINION,NEUTRAL,Chromatic Egg INVALID NEUTRAL MINION Battlecry: Secretly Discovera Dragon to hatch into.Deathrattle: Hatch!
What's in the Egg?,INVALID,ENCHANTMENT,NEUTRAL,What's in the Egg? INVALID NEUTRAL ENCHANTMENT It's a mystery...@{0} is inside! (Only you can see this.)
Dread Raven,BEAST,MINION,NEUTRAL,Dread Raven BEAST NEUTRAL MINION Has +3 Attack for each other Dread Raven youcontrol.
Conspiracy of Ravens,INVALID,ENCHANTMENT,NEUTRAL,Conspiracy of Ravens INVALID NEUTRAL ENCHANTMENT +3 Attack for each other Dread Raven.
Dragonqueen Alexstrasza,DRAGON,MINION,NEUTRAL,"Dragonqueen Alexstrasza DRAGON NEUTRAL MINION Battlecry: If your deck has no duplicates, add 2 random Dragons to your hand. They cost (0)."
A Queen's Discount,INVALID,ENCHANTMENT,NEUTRAL,A Queen's Discount INVALID NEUTRAL ENCHANTMENT Costs (0).
Murozond the Infinite,DRAGON,MINION,PRIEST,Murozond the Infinite DRAGON PRIEST MINION Battlecry: Play all cards your opponent played lastturn.
Shu'ma,INVALID,MINION,NEUTRAL,"Shu'ma INVALID NEUTRAL MINION At the end of your turn,fill your board with 1/1Tentacles."
Tentacle,INVALID,MINION,NEUTRAL,"Tentacle INVALID NEUTRAL MINION "
Transmogrifier,INVALID,MINION,NEUTRAL,"Transmogrifier INVALID NEUTRAL MINION Whenever you draw a card, transform it into a random Legendary minion."
Veranus,DRAGON,MINION,HUNTER,Veranus DRAGON HUNTER MINION Battlecry: Change the Health of all enemy minions to 1.
Intimidated,INVALID,ENCHANTMENT,HUNTER,Intimidated INVALID HUNTER ENCHANTMENT Health changed to 1.
Bandersmosh,INVALID,MINION,SHAMAN,"Bandersmosh INVALID SHAMAN MINION Each turn this is in yourhand, transform it into a5/5 copy of a randomLegendary minion."
Smoshing,INVALID,ENCHANTMENT,NEUTRAL,Smoshing INVALID NEUTRAL ENCHANTMENT Transforming into random Legendary minions.
Smoshing,INVALID,ENCHANTMENT,SHAMAN,Smoshing INVALID SHAMAN ENCHANTMENT 5/5.
Kronx Dragonhoof,INVALID,MINION,NEUTRAL,"Kronx Dragonhoof INVALID NEUTRAL MINION Battlecry: Draw Galakrond.If you're already Galakrond,unleash a Devastation."
Decimation,INVALID,SPELL,NEUTRAL,Decimation INVALID NEUTRAL SPELL Deal 5 damage to the enemy hero. Restore 5 Health to your hero.
Reanimation,INVALID,SPELL,NEUTRAL,Reanimation INVALID NEUTRAL SPELL Summon an 8/8 Dragon with Taunt.
Reanimated Dragon,DRAGON,MINION,NEUTRAL,Reanimated Dragon DRAGON NEUTRAL MINION Taunt
Domination,INVALID,SPELL,NEUTRAL,Domination INVALID NEUTRAL SPELL Give your other minions +2/+2.
Dominating,INVALID,ENCHANTMENT,NEUTRAL,Dominating INVALID NEUTRAL ENCHANTMENT +2/+2.
Annihilation,INVALID,SPELL,NEUTRAL,Annihilation INVALID NEUTRAL SPELL Deal 5 damage to all other minions.
Azure Explorer,DRAGON,MINION,MAGE,Azure Explorer DRAGON MAGE MINION Spell Damage +2Battlecry: Discover a Dragon.
Chenvaala,ELEMENTAL,MINION,MAGE,"Chenvaala ELEMENTAL MAGE MINION After you cast three spells in a turn, summon a 5/5Elemental."
Snow Elemental,ELEMENTAL,MINION,MAGE,"Snow Elemental ELEMENTAL MAGE MINION "
Arcane Breath,INVALID,SPELL,MAGE,"Arcane Breath INVALID MAGE SPELL Deal $2 damage to a minion. If you're holding a Dragon, Discover a spell. @spelldmg"
Violet Spellwing,ELEMENTAL,MINION,MAGE,Violet Spellwing ELEMENTAL MAGE MINION Deathrattle: Add an 'Arcane Missiles' spell toyour hand.
Mana Giant,ELEMENTAL,MINION,MAGE,Mana Giant ELEMENTAL MAGE MINION Costs (1) less for eachcard you've played thisgame that didn't startin your deck.
Crazed Netherwing,DRAGON,MINION,WARLOCK,"Crazed Netherwing DRAGON WARLOCK MINION Battlecry: If you're holdinga Dragon, deal 3 damage to all other characters."
Dragonblight Cultist,INVALID,MINION,WARLOCK,Dragonblight Cultist INVALID WARLOCK MINION Battlecry: Invoke Galakrond.Gain +1 Attack for eachother friendly minion.
Power of the Cult,INVALID,ENCHANTMENT,WARLOCK,Power of the Cult INVALID WARLOCK ENCHANTMENT Increased Attack.
Veiled Worshipper,INVALID,MINION,WARLOCK,"Veiled Worshipper INVALID WARLOCK MINION Battlecry: If you've Invokedtwice, draw 3 cards."
Dark Skies,INVALID,SPELL,WARLOCK,Dark Skies INVALID WARLOCK SPELL Deal $1 damage to arandom minion. Repeatfor each card in your hand. @spelldmg
Nether Breath,INVALID,SPELL,WARLOCK,"Nether Breath INVALID WARLOCK SPELL Deal $2 damage.If you're holding a Dragon, deal $4 damage with Lifesteal instead. @spelldmg"
Rain of Fire,INVALID,SPELL,WARLOCK,Rain of Fire INVALID WARLOCK SPELL Deal $1 damage to allcharacters. @spelldmg
Abyssal Summoner,INVALID,MINION,WARLOCK,Abyssal Summoner INVALID WARLOCK MINION Battlecry: Summon aDemon with Taunt and statsequal to your hand size.
Abyssal Destroyer,DEMON,MINION,WARLOCK,Abyssal Destroyer DEMON WARLOCK MINION Taunt
Valdris Felgorge,INVALID,MINION,WARLOCK,Valdris Felgorge INVALID WARLOCK MINION Battlecry: Increase your maximum hand size to 12. Draw 4 cards.
Zzeraku the Warped,DRAGON,MINION,WARLOCK,"Zzeraku the Warped DRAGON WARLOCK MINION Whenever your herotakes damage, summona 6/6 Nether Drake."
Nether Drake,DRAGON,MINION,WARLOCK,"Nether Drake DRAGON WARLOCK MINION "
Squallhunter,DRAGON,MINION,SHAMAN,Squallhunter DRAGON SHAMAN MINION Spell Damage +2Overload: (2)
Twin Tyrant,DRAGON,MINION,NEUTRAL,Twin Tyrant DRAGON NEUTRAL MINION Battlecry: Deal 4 damage to two random enemy minions.
Storm's Wrath,INVALID,SPELL,SHAMAN,Storm's Wrath INVALID SHAMAN SPELL Give your minions +1/+1.Overload: (1)
Storm's Wrath,INVALID,ENCHANTMENT,NEUTRAL,Storm's Wrath INVALID NEUTRAL ENCHANTMENT +1/+1.
Surging Tempest,ELEMENTAL,MINION,SHAMAN,Surging Tempest ELEMENTAL SHAMAN MINION Has +1 Attack while youhave Overloaded Mana Crystals.
Surging,INVALID,ENCHANTMENT,SHAMAN,Surging INVALID SHAMAN ENCHANTMENT +1 Attack.
Dragon's Pack,INVALID,SPELL,SHAMAN,"Dragon's Pack INVALID SHAMAN SPELL Summon two 2/3 Spirit Wolves with Taunt. If you've Invoked twice, give them +3/+3."
Galakrond's Power,INVALID,ENCHANTMENT,NEUTRAL,Galakrond's Power INVALID NEUTRAL ENCHANTMENT +3/+3.
Spirit Wolf,INVALID,MINION,SHAMAN,Spirit Wolf INVALID SHAMAN MINION Taunt
Corrupt Elementalist,INVALID,MINION,SHAMAN,Corrupt Elementalist INVALID SHAMAN MINION Battlecry: Invoke Galakrond twice.
Lightning Breath,INVALID,SPELL,SHAMAN,"Lightning Breath INVALID SHAMAN SPELL Deal $4 damage to aminion. If you're holdinga Dragon, also damageits neighbors. @spelldmg"
Cumulo-Maximus,ELEMENTAL,MINION,SHAMAN,"Cumulo-Maximus ELEMENTAL SHAMAN MINION Battlecry: If you have Overloaded Mana Crystals, deal 5 damage."
Nithogg,DRAGON,MINION,SHAMAN,Nithogg DRAGON SHAMAN MINION Battlecry: Summon two0/3 Eggs. Next turn theyhatch into 4/4 Drakeswith Rush.
Storm Egg,INVALID,MINION,SHAMAN,"Storm Egg INVALID SHAMAN MINION At the start of your turn, transform into a 4/4StormDrake with Rush."
Storm Drake,DRAGON,MINION,SHAMAN,Storm Drake DRAGON SHAMAN MINION Rush
Sky Claw,MECHANICAL,MINION,PALADIN,Sky Claw MECHANICAL PALADIN MINION Your other Mechshave +1 Attack.Battlecry: Summon two 1/1 Microcopters.
Mechanical Might,INVALID,ENCHANTMENT,NEUTRAL,Mechanical Might INVALID NEUTRAL ENCHANTMENT +1 Attack from Sky Claw.
Microcopter,MECHANICAL,MINION,PALADIN,"Microcopter MECHANICAL PALADIN MINION "
Amber Watcher,DRAGON,MINION,PALADIN,Amber Watcher DRAGON PALADIN MINION Battlecry: Restore #8Health.
Bronze Explorer,DRAGON,MINION,PALADIN,Bronze Explorer DRAGON PALADIN MINION LifestealBattlecry: Discover a Dragon.
Lightforged Crusader,INVALID,MINION,PALADIN,"Lightforged Crusader INVALID PALADIN MINION Battlecry: If your deckhas no Neutral cards,add 5 random Paladincards to your hand."
Lightforged Zealot,INVALID,MINION,PALADIN,"Lightforged Zealot INVALID PALADIN MINION Battlecry: If your deck has no Neutral cards, equip a 4/2TruesilverChampion."
Truesilver Champion,INVALID,WEAPON,PALADIN,"Truesilver Champion INVALID PALADIN WEAPON Whenever your hero attacks, restore #2Health to it."
Sand Breath,INVALID,SPELL,PALADIN,Sand Breath INVALID PALADIN SPELL Give a minion +1/+2.Give it Divine Shield ifyou're holding a Dragon.
Sand Breath,INVALID,ENCHANTMENT,NEUTRAL,Sand Breath INVALID NEUTRAL ENCHANTMENT +1/+2.
Dragonrider Talritha,INVALID,MINION,PALADIN,Dragonrider Talritha INVALID PALADIN MINION Deathrattle: Give a Dragon in your hand +3/+3 and this Deathrattle.
Dragonrider Talritha Effect Dummy,INVALID,SPELL,NEUTRAL,"Dragonrider Talritha Effect Dummy INVALID NEUTRAL SPELL "
Rider Talritha,INVALID,ENCHANTMENT,NEUTRAL,Rider Talritha INVALID NEUTRAL ENCHANTMENT +3/+3 and Deathrattle: Give a Dragon in your hand this enchant.
Dragon Claw,INVALID,WEAPON,INVALID,"Dragon Claw INVALID INVALID WEAPON "
Galakrond's Might,INVALID,HERO_POWER,WARRIOR,Galakrond's Might INVALID WARRIOR HEROPOWER Hero PowerGive your hero +3Attack this turn.
Galakrond's Guile,INVALID,HERO_POWER,ROGUE,Galakrond's Guile INVALID ROGUE HEROPOWER Hero PowerAdd a Lackey toyour hand.
Galakrond's Malice,INVALID,HERO_POWER,WARLOCK,Galakrond's Malice INVALID WARLOCK HEROPOWER Hero PowerSummon two 1/1 Imps.
Galakrond's Fury,INVALID,HERO_POWER,SHAMAN,Galakrond's Fury INVALID SHAMAN HEROPOWER Hero PowerSummon a 2/1 Elemental with Rush.
Galakrond's Wit,INVALID,HERO_POWER,PRIEST,Galakrond's Wit INVALID PRIEST HEROPOWER Hero PowerAdd a random Priest minion to your hand.
Galakrond's Might,INVALID,ENCHANTMENT,WARRIOR,Galakrond's Might INVALID WARRIOR ENCHANTMENT +3 Attack this turn.
Draconic Imp,DEMON,MINION,WARLOCK,"Draconic Imp DEMON WARLOCK MINION "
Windswept Elemental,ELEMENTAL,MINION,SHAMAN,Windswept Elemental ELEMENTAL SHAMAN MINION Rush
Blazing Battlemage,INVALID,MINION,NEUTRAL,"Blazing Battlemage INVALID NEUTRAL MINION "
Shield of Galakrond,INVALID,MINION,NEUTRAL,Shield of Galakrond INVALID NEUTRAL MINION TauntBattlecry: Invoke Galakrond.
Time Rip,INVALID,SPELL,PRIEST,Time Rip INVALID PRIEST SPELL Destroy a minion.Invoke Galakrond.
Seal Fate,INVALID,SPELL,ROGUE,Seal Fate INVALID ROGUE SPELL Deal $3 damage to an undamaged character. Invoke Galakrond. @spelldmg
Invocation of Frost,INVALID,SPELL,SHAMAN,Invocation of Frost INVALID SHAMAN SPELL Freeze an enemy. Invoke Galakrond.
Awaken!,INVALID,SPELL,WARRIOR,Awaken! INVALID WARRIOR SPELL Invoke Galakrond. Deal$1 damage to allminions. @spelldmg
Fiendish Rites,INVALID,SPELL,WARLOCK,Fiendish Rites INVALID WARLOCK SPELL Invoke Galakrond.Give your minions +1Attack.
Fiendish Rites,INVALID,ENCHANTMENT,NEUTRAL,Fiendish Rites INVALID NEUTRAL ENCHANTMENT +1 Attack.
Clear the Way,INVALID,SPELL,HUNTER,Clear the Way INVALID HUNTER SPELL Sidequest: Summon3 Rush minions.Reward: Summon a4/4 Gryphon with Rush.
Gryphon,BEAST,MINION,HUNTER,Gryphon BEAST HUNTER MINION Rush
Phase Stalker,BEAST,MINION,HUNTER,"Phase Stalker BEAST HUNTER MINION After you use your HeroPower, cast a Secretfrom your deck."
Dwarven Sharpshooter,INVALID,MINION,HUNTER,Dwarven Sharpshooter INVALID HUNTER MINION Your Hero Power can targetminions.
Primordial Explorer,DRAGON,MINION,HUNTER,Primordial Explorer DRAGON HUNTER MINION PoisonousBattlecry: Discover a Dragon.
Toxic Reinforcements,INVALID,SPELL,HUNTER,Toxic Reinforcements INVALID HUNTER SPELL Sidequest: Use your HeroPower three times.Reward: Summon three1/1 Leper Gnomes.
Leper Gnome,INVALID,MINION,NEUTRAL,Leper Gnome INVALID NEUTRAL MINION Deathrattle: Deal 2 damage to the enemyhero.
Dragonbane,MECHANICAL,MINION,HUNTER,"Dragonbane MECHANICAL HUNTER MINION After you use your Hero Power, deal 5 damage to a random enemy."
Frizz Kindleroost,INVALID,MINION,NEUTRAL,Frizz Kindleroost INVALID NEUTRAL MINION Battlecry: Reduce the Cost of Dragons in your deck by(2).
Ready to Hatch!,INVALID,ENCHANTMENT,NEUTRAL,Ready to Hatch! INVALID NEUTRAL ENCHANTMENT Reduced Cost.
Sanctuary,INVALID,SPELL,PALADIN,Sanctuary INVALID PALADIN SPELL Sidequest: Take nodamage for a turn.Reward: Summon a 3/6minion with Taunt.
Indomitable Champion,INVALID,MINION,PALADIN,Indomitable Champion INVALID PALADIN MINION Taunt
"Malygos, Aspect of Magic",DRAGON,MINION,MAGE,"Malygos, Aspect of Magic DRAGON MAGE MINION Battlecry: If you're holdinga Dragon, Discover an upgraded Mage spell."
Malygos's Intellect,INVALID,SPELL,MAGE,Malygos's Intellect INVALID MAGE SPELL Draw 4 cards.
Malygos's Missiles,INVALID,SPELL,MAGE,Malygos's Missiles INVALID MAGE SPELL Deal $6 damage randomly split among all enemies. @spelldmg
Malygos's Tome,INVALID,SPELL,MAGE,Malygos's Tome INVALID MAGE SPELL Add 3 random Mage spells to your hand.
Malygos's Explosion,INVALID,SPELL,MAGE,Malygos's Explosion INVALID MAGE SPELL Deal $2 damage to all enemy minions. @spelldmg
Malygos's Nova,INVALID,SPELL,MAGE,Malygos's Nova INVALID MAGE SPELL Freeze all enemy minions.
Malygos's Polymorph,INVALID,SPELL,MAGE,Malygos's Polymorph INVALID MAGE SPELL Transform a minioninto a 1/1 Sheep.
Malygos's Sheep,BEAST,MINION,MAGE,"Malygos's Sheep BEAST MAGE MINION "
